Ypos,Zpos,Scan_min,Ext_y_min,Ext_z_min
35.0,36.5,0.018440395027494,-10.0,70.0
35.0,36.75,0.083922187216026,-10.0,80.0
35.0,37.0,0.13224967864003,-10.0,90.0
35.0,37.25,0.17583609846048,-10.0,100.0
35.0,37.5,0.19712593815128,-10.0,110.0
35.0,37.75,0.24928815939516,-10.0,120.0
35.0,38.0,0.36613718568361,-20.0,120.0
35.0,38.25,0.19403704223349,-20.0,130.0
35.0,38.5,0.21559128712801,-20.0,130.0
35.0,38.75,0.26947972729106,-20.0,120.0
35.0,39.0,0.17494067188966,-20.0,90.0
35.25,31.25,0.27399166286535,-10.0,-120.0
35.25,31.5,0.17428552256431,-10.0,-130.0
35.25,31.75,0.097567741799772,-10.0,-130.0
35.25,32.0,0.25978994139142,-10.0,-130.0
35.25,32.25,0.077296144745862,-10.0,-120.0
35.25,32.5,0.11047839868779,-10.0,-110.0
35.25,32.75,0.14717912096352,-10.0,-100.0
35.25,33.0,0.14379944436199,-10.0,-90.0
35.25,33.25,0.12606499064228,-10.0,-80.0
35.25,33.5,0.084711452179998,-10.0,-70.0
35.25,33.75,0.11451094965246,-10.0,-60.0
35.25,34.0,0.19570592704181,-10.0,-50.0
35.25,34.25,0.29234857453218,-10.0,-40.0
35.25,34.5,0.37111069204624,-10.0,-20.0
35.25,34.75,0.26839269033364,-20.0,-10.0
35.25,35.0,0.16862048577062,-20.0,0.0
35.25,35.25,0.10973318609666,-20.0,10.0
35.25,35.5,0.15604394110774,-20.0,20.0
35.25,35.75,0.25304184062153,-20.0,30.0
35.25,36.0,0.23431896314748,-20.0,50.0
35.25,36.25,0.18447743754711,-20.0,60.0
35.25,36.5,0.19038587489664,-20.0,70.0
35.25,36.75,0.25303029293331,-30.0,80.0
35.25,37.0,0.19732372305063,-30.0,90.0
35.25,37.25,0.12422282020356,-30.0,100.0
35.25,37.5,0.073598866722626,-30.0,110.0
35.25,37.75,0.15877671764014,-30.0,120.0
35.25,38.0,0.22420821712648,-30.0,120.0
35.25,38.25,0.28292425043304,-30.0,130.0
35.25,38.5,0.34098102910552,-40.0,130.0
35.25,38.75,0.28677265942261,-40.0,110.0
35.5,31.25,0.27996245890102,-30.0,-120.0
35.5,31.5,0.15592659644023,-30.0,-130.0
35.5,31.75,0.17034431028279,-30.0,-130.0
35.5,32.0,0.3003288310823,-30.0,-130.0
35.5,32.25,0.23468768393432,-20.0,-120.0
35.5,32.5,0.26521841801216,-20.0,-110.0
35.5,32.75,0.30786926803595,-20.0,-100.0
35.5,33.0,0.30966743794174,-20.0,-90.0
35.5,33.25,0.31305587679463,-30.0,-80.0
35.5,33.5,0.27447680894892,-30.0,-70.0
35.5,33.75,0.20856016226935,-30.0,-60.0
35.5,34.0,0.15735210423472,-30.0,-50.0
35.5,34.25,0.16440849645446,-30.0,-40.0
35.5,34.5,0.23909246368965,-30.0,-30.0
35.5,34.75,0.2359673647121,-30.0,-10.0
35.5,35.0,0.12684646520815,-30.0,0.0
35.5,35.25,0.080785073142287,-30.0,10.0
35.5,35.5,0.15925829416626,-30.0,20.0
35.5,35.75,0.27900482205051,-30.0,30.0
35.5,36.0,0.36347662883322,-40.0,40.0
35.5,36.25,0.28066802050254,-40.0,60.0
35.5,36.5,0.18747662761325,-40.0,70.0
35.5,36.75,0.09085848527298,-40.0,80.0
35.5,37.0,0.070465370231319,-40.0,90.0
35.5,37.25,0.14408293326866,-40.0,100.0
35.5,37.5,0.23840382406302,-40.0,110.0
35.5,37.75,0.30217732215413,-50.0,120.0
35.5,38.0,0.13343157325124,-50.0,120.0
35.5,38.25,0.29849560251638,-50.0,130.0
35.5,38.5,0.31877740393511,-50.0,120.0
35.5,38.75,0.21913520634721,-60.0,110.0
35.75,31.25,0.18470310217873,-50.0,-110.0
35.75,31.5,0.20680276362126,-50.0,-130.0
35.75,31.75,0.22077342494905,-50.0,-130.0
35.75,32.0,0.2278076159451,-40.0,-130.0
35.75,32.25,0.10049131932272,-40.0,-120.0
35.75,32.5,0.20098314387724,-40.0,-110.0
35.75,32.75,0.25843503444002,-40.0,-100.0
35.75,33.0,0.26250940499222,-40.0,-90.0
35.75,33.25,0.23879147275127,-40.0,-80.0
35.75,33.5,0.17163526708529,250.0,-50.0
35.75,33.75,0.11439413403672,-40.0,-60.0
35.75,34.0,0.056237442973058,-40.0,-50.0
35.75,34.25,0.10881155892918,-40.0,-40.0
35.75,34.5,0.20091808678183,-40.0,-30.0
35.75,34.75,0.31243101484477,-40.0,-20.0
35.75,35.0,0.28210330130742,-40.0,0.0
35.75,35.25,0.26472157118226,-50.0,10.0
35.75,35.5,0.18646481923866,-50.0,20.0
35.75,35.75,0.14956438225369,-50.0,30.0
35.75,36.0,0.19786392160882,-50.0,40.0
35.75,36.25,0.27883183378995,-50.0,50.0
35.75,36.5,0.24055669275831,-50.0,70.0
35.75,36.75,0.26308371644616,-50.0,80.0
35.75,37.0,0.27587894225842,-60.0,90.0
35.75,37.25,0.20085192408586,-60.0,100.0
35.75,37.5,0.22381424020454,-60.0,110.0
35.75,37.75,0.2273837350706,220.0,140.0
35.75,38.0,0.18909215862554,-70.0,120.0
35.75,38.25,0.15026776694901,-70.0,120.0
35.75,38.5,0.19041469443568,-70.0,120.0
35.75,38.75,0.1914027855873,-80.0,110.0
36.0,31.25,0.15401585416041,-70.0,-110.0
36.0,31.5,0.22736335974049,-70.0,-130.0
36.0,31.75,0.22060621329245,-70.0,-130.0
36.0,32.0,0.16799463518096,-60.0,-130.0
36.0,32.25,0.12196495616658,-60.0,-120.0
36.0,32.5,0.29512757328911,-60.0,-110.0
36.0,32.75,0.3209926992827,-60.0,-110.0
36.0,33.0,0.0759352584177,230.0,-70.0
36.0,33.25,0.36683317420791,-50.0,-90.0
36.0,33.5,0.32241343413506,-50.0,-70.0
36.0,33.75,0.2987245758747,-50.0,-60.0
36.0,34.0,0.25646826471803,-60.0,-50.0
36.0,34.25,0.20996015155949,-60.0,-40.0
36.0,34.5,0.21375850673311,-60.0,-30.0
36.0,34.75,0.24562581099081,-60.0,-20.0
36.0,35.0,0.28573610758158,-60.0,0.0
36.0,35.25,0.16811050994285,-60.0,10.0
36.0,35.5,0.065627299063166,-60.0,20.0
36.0,35.75,0.11024222415584,-60.0,30.0
36.0,36.0,0.21357233416654,-60.0,40.0
36.0,36.25,0.31083839760457,-70.0,50.0
36.0,36.5,0.25180440450848,220.0,90.0
36.0,36.75,0.27228056874483,-70.0,80.0
36.0,37.0,0.25470204343029,-70.0,90.0
36.0,37.25,0.32833999680836,-70.0,100.0
36.0,37.5,0.29059939063818,-80.0,100.0
36.0,37.75,0.10528873898896,-80.0,110.0
36.0,38.0,0.25449710038105,-80.0,120.0
36.0,38.25,0.031640762128251,-90.0,120.0
36.0,38.5,0.22126786987311,-90.0,120.0
36.0,38.75,0.29252174354226,-100.0,100.0
36.25,31.25,0.12150540909948,210.0,-60.0
36.25,31.5,0.20644902384652,-90.0,-120.0
36.25,31.75,0.20034361443186,-90.0,-130.0
36.25,32.0,0.18667519009798,-80.0,-130.0
36.25,32.25,0.14655997815202,-80.0,-120.0
36.25,32.5,0.34067098121326,-70.0,-110.0
36.25,32.75,0.26536825798446,-70.0,-110.0
36.25,33.0,0.21641510082683,-70.0,-100.0
36.25,33.25,0.22522133319445,-70.0,-90.0
36.25,33.5,0.27370388540313,-70.0,-80.0
36.25,33.75,0.23048643977136,-70.0,-60.0
36.25,34.0,0.14908021597113,-70.0,-50.0
36.25,34.25,0.062519531203388,-70.0,-40.0
36.25,34.5,0.037394383469252,-70.0,-30.0
36.25,34.75,0.14394146410183,-70.0,-20.0
36.25,35.0,0.25291555681167,-70.0,-10.0
36.25,35.25,0.27956433313055,-70.0,10.0
36.25,35.5,0.25738630154649,-70.0,20.0
36.25,35.75,0.19762219423869,-80.0,30.0
36.25,36.0,0.11075209489603,-80.0,40.0
36.25,36.25,0.10183613432054,-80.0,50.0
36.25,36.5,0.17657939011712,-80.0,60.0
36.25,36.75,0.28856437766596,-80.0,70.0
36.25,37.0,0.25511143821069,-90.0,80.0
36.25,37.25,0.17784976981037,-90.0,90.0
36.25,37.5,0.21218025718485,-90.0,100.0
36.25,37.75,0.081084807995133,-100.0,110.0
36.25,38.0,0.31960057172578,-100.0,110.0
36.25,38.25,0.19284965145129,-110.0,120.0
36.25,38.5,0.25794358566385,-110.0,110.0
36.25,38.75,0.31283018688014,-110.0,90.0
36.5,31.5,0.17684959329346,-110.0,-120.0
36.5,31.75,0.18640611917904,-110.0,-130.0
36.5,32.0,0.20419981649466,-100.0,-130.0
36.5,32.25,0.17782778745113,-100.0,-120.0
36.5,32.5,0.32527437875329,-90.0,-120.0
36.5,32.75,0.18284741001816,-90.0,-110.0
36.5,33.0,0.1912226610395,-90.0,-100.0
36.5,33.25,0.24505544834554,-90.0,-90.0
36.5,33.5,0.31755796259021,-90.0,-80.0
36.5,33.75,0.35915842791895,-90.0,-70.0
36.5,34.0,0.32073621799061,-80.0,-50.0
36.5,34.25,0.26963664406818,-90.0,-40.0
36.5,34.5,0.23370916456444,-90.0,-30.0
36.5,34.75,0.20113859587901,-90.0,-20.0
36.5,35.0,0.21841585757521,-90.0,-10.0
36.5,35.25,0.26535048426252,-90.0,0.0
36.5,35.5,0.22400761093177,-90.0,20.0
36.5,35.75,0.15269611534992,-90.0,30.0
36.5,36.0,0.16444363695867,-90.0,40.0
36.5,36.25,0.23309222509539,-100.0,50.0
36.5,36.5,0.14985960824684,-100.0,60.0
36.5,36.75,0.092040962739294,-100.0,70.0
36.5,37.0,0.18825308284006,-100.0,80.0
36.5,37.25,0.12461926752996,-110.0,90.0
36.5,37.5,0.10557433493551,-110.0,100.0
36.5,37.75,0.22502362450634,-120.0,110.0
36.5,38.0,0.18940415683578,-120.0,110.0
36.5,38.25,0.19384881692369,-130.0,110.0
36.5,38.5,0.22603977987453,-130.0,110.0
36.75,31.5,0.25955123079499,-140.0,-110.0
36.75,31.75,0.23095493223069,-130.0,-120.0
36.75,32.0,0.3396036166503,-120.0,-130.0
36.75,32.25,0.14251411290139,-120.0,-120.0
36.75,32.5,0.31209594716506,-110.0,-120.0
36.75,32.75,0.16220757907434,-110.0,-110.0
36.75,33.0,0.2256315524554,-110.0,-100.0
36.75,33.25,0.23707769445221,-100.0,-90.0
36.75,33.5,0.20480362933058,-100.0,-80.0
36.75,33.75,0.24419775544454,-100.0,-70.0
36.75,34.0,0.27701685615385,-100.0,-50.0
36.75,34.25,0.18338764001989,180.0,-20.0
36.75,34.5,0.12812895380693,-100.0,-30.0
36.75,34.75,0.11235678834114,-100.0,-20.0
36.75,35.0,0.16728371767736,-100.0,-10.0
36.75,35.25,0.27242438671522,-100.0,0.0
36.75,35.5,0.32642691981548,-110.0,10.0
36.75,35.75,0.26480751765306,-110.0,30.0
36.75,36.0,0.16815892013331,-110.0,40.0
36.75,36.25,0.13779522658743,-110.0,50.0
36.75,36.5,0.20404241739158,-110.0,60.0
36.75,36.75,0.13347441032623,-120.0,70.0
36.75,37.0,0.079282485050315,-120.0,80.0
36.75,37.25,0.20398708236544,-130.0,90.0
36.75,37.5,0.19874796628747,-130.0,100.0
36.75,37.75,0.24554375401862,-140.0,100.0
36.75,38.0,0.2110694393998,-140.0,110.0
36.75,38.25,0.13817597770888,-150.0,110.0
36.75,38.5,0.10143601813323,-150.0,100.0
37.0,31.75,0.18832920362101,-150.0,-120.0
37.0,32.0,0.31051985642466,-150.0,-130.0
37.0,32.25,0.1274591838045,-140.0,-120.0
37.0,32.5,0.26126769654721,130.0,-90.0
37.0,32.75,0.11585856037926,-130.0,-110.0
37.0,33.0,0.20962197131831,-130.0,-100.0
37.0,33.25,0.17619607862484,-120.0,-90.0
37.0,33.5,0.1204546774958,-120.0,-80.0
37.0,33.75,0.15792498204005,-120.0,-70.0
37.0,34.0,0.23244155197155,-120.0,-60.0
37.0,34.25,0.27259788648101,-120.0,-40.0
37.0,34.5,0.19476763918469,-120.0,-30.0
37.0,34.75,0.10503542797719,-120.0,-20.0
37.0,35.0,0.0098339822087278,-120.0,-10.0
37.0,35.25,0.097153026451781,-120.0,0.0
37.0,35.5,0.20171019163626,-120.0,10.0
37.0,35.75,0.33064307704541,-120.0,20.0
37.0,36.0,0.31821236661023,-130.0,40.0
37.0,36.25,0.21969408497071,-130.0,50.0
37.0,36.5,0.20733609694215,-130.0,60.0
37.0,36.75,0.25037135300107,-140.0,70.0
37.0,37.0,0.1798589060006,-140.0,80.0
37.0,37.25,0.31421897539061,-150.0,90.0
37.0,37.5,0.24361302831877,-150.0,90.0
37.0,37.75,0.098659748120145,-160.0,100.0
37.0,38.0,0.32153701616792,-160.0,100.0
37.0,38.25,0.12368831517053,-170.0,100.0
37.25,31.75,0.11364099764473,-170.0,-110.0
37.25,32.0,0.089088737798897,-170.0,-120.0
37.25,32.25,0.24238604516741,-160.0,-120.0
37.25,32.5,0.23546921959061,-160.0,-120.0
37.25,32.75,0.14822466657252,-150.0,-110.0
37.25,33.0,0.15007454984403,-150.0,-100.0
37.25,33.25,0.18202546670543,-140.0,-90.0
37.25,33.5,0.059531842040111,-140.0,-80.0
37.25,33.75,0.10441400941713,-140.0,-70.0
37.25,34.0,0.19335637473009,-140.0,-60.0
37.25,34.25,0.25702166605027,-140.0,-50.0
37.25,34.5,0.30815662620392,-140.0,-30.0
37.25,34.75,0.22533268519368,-140.0,-20.0
37.25,35.0,0.14550617584014,-140.0,-10.0
37.25,35.25,0.045722262489254,-140.0,0.0
37.25,35.5,0.059912916680035,-140.0,10.0
37.25,35.75,0.18954958720212,-140.0,20.0
37.25,36.0,0.28779733477025,-150.0,30.0
37.25,36.25,0.22955986579189,-150.0,40.0
37.25,36.5,0.25746557629913,-150.0,50.0
37.25,36.75,0.31927194264519,-160.0,60.0
37.25,37.0,0.23462533295914,-160.0,70.0
37.25,37.25,0.23768550329371,-170.0,80.0
37.25,37.5,0.14280861906336,-170.0,90.0
37.25,37.75,0.20512200472963,-180.0,100.0
37.25,38.0,0.19499933212541,-180.0,100.0
37.25,38.25,0.02963920281159,-180.0,90.0
37.5,32.0,0.29171943996697,-190.0,-120.0
37.5,32.25,0.10410743853384,-190.0,-120.0
37.5,32.5,0.23009314192673,-180.0,-120.0
37.5,32.75,0.20043520685965,-180.0,-110.0
37.5,33.0,0.045069318484177,-170.0,-100.0
37.5,33.25,0.21669172353219,-170.0,-90.0
37.5,33.5,0.096079646497894,-160.0,-80.0
37.5,33.75,0.018186975804506,-160.0,-70.0
37.5,34.0,0.13530023327289,-160.0,-60.0
37.5,34.25,0.19676829255096,-160.0,-50.0
37.5,34.5,0.27466934841497,-160.0,-40.0
37.5,34.75,0.32173128011945,-160.0,-30.0
37.5,35.0,0.24860545060095,-160.0,-10.0
37.5,35.25,0.14886700696231,-160.0,0.0
37.5,35.5,0.06234111074699,-160.0,10.0
37.5,35.75,0.11742211299153,-160.0,20.0
37.5,36.0,0.24167875437367,-160.0,30.0
37.5,36.25,0.11984674847228,-170.0,40.0
37.5,36.5,0.15225482374811,-170.0,50.0
37.5,36.75,0.18571531837878,-180.0,60.0
37.5,37.0,0.13691820687478,-180.0,70.0
37.5,37.25,0.096679526394571,-190.0,80.0
37.5,37.5,0.21336173523791,-190.0,90.0
37.5,37.75,0.1542798260309,-200.0,90.0
37.5,38.0,0.14237330978694,-200.0,90.0
37.75,32.25,0.2830518017851,-210.0,-110.0
37.75,32.5,0.34604944596992,-210.0,-120.0
37.75,32.75,0.023957470609105,-200.0,-110.0
37.75,33.0,0.21889324382585,-190.0,-100.0
37.75,33.25,0.16287301095631,-190.0,-90.0
37.75,33.5,0.27103321917329,-190.0,-80.0
37.75,33.75,0.14511036455578,-180.0,-70.0
37.75,34.0,0.045482200736558,-180.0,-60.0
37.75,34.25,0.078902224653166,-180.0,-50.0
37.75,34.5,0.15870777938567,-180.0,-40.0
37.75,34.75,0.19744808873603,-180.0,-30.0
37.75,35.0,0.25747077233765,-180.0,-20.0
37.75,35.25,0.25593333604424,-180.0,0.0
37.75,35.5,0.19110029202204,-180.0,10.0
37.75,35.75,0.20922121373056,-180.0,20.0
37.75,36.0,0.21386786318867,-190.0,30.0
37.75,36.25,0.052649388496971,-190.0,40.0
37.75,36.5,0.2037771061247,-190.0,50.0
37.75,36.75,0.069804822263097,-200.0,60.0
37.75,37.0,0.1873432342396,-200.0,70.0
37.75,37.25,0.18131858772123,-210.0,80.0
37.75,37.5,0.17410606818152,-210.0,80.0
37.75,37.75,0.14134892144735,-210.0,80.0
38.0,32.5,0.07989581240139,-220.0,-110.0
38.0,32.75,0.068275531063632,-220.0,-110.0
38.0,33.0,0.26669853952818,-220.0,-100.0
38.0,33.25,0.30637096166136,-210.0,-90.0
38.0,33.5,0.28786894237082,-210.0,-90.0
38.0,33.75,0.33222501965587,-210.0,-70.0
38.0,34.0,0.21891062216839,-200.0,-60.0
38.0,34.25,0.1432697816553,-200.0,-50.0
38.0,34.5,0.048272455692599,-200.0,-40.0
38.0,34.75,0.033474867859307,-200.0,-30.0
38.0,35.0,0.10615319377299,-200.0,-20.0
38.0,35.25,0.19352666682753,-200.0,-10.0
38.0,35.5,0.28386842354688,-200.0,0.0
38.0,35.75,0.33908660245822,-210.0,20.0
38.0,36.0,0.23740337075322,-210.0,30.0
38.0,36.25,0.16945124756987,30.0,60.0
38.0,36.5,0.2756218016574,-220.0,50.0
38.0,36.75,0.17597915256382,-220.0,60.0
38.0,37.0,0.30272030273041,-220.0,70.0
38.0,37.25,0.26280054798672,-230.0,70.0
38.0,37.5,0.25183698172415,-220.0,70.0
38.25,32.75,0.21315056611715,-230.0,-100.0
38.25,33.0,0.28355621960906,-240.0,-100.0
38.25,33.25,0.29698897159672,-240.0,-100.0
38.25,33.5,0.17087821836001,-230.0,-90.0
38.25,33.75,0.14078633491652,-230.0,-80.0
38.25,34.0,0.25165608816712,-230.0,-70.0
38.25,34.25,0.3452146608276,-230.0,-60.0
38.25,34.5,0.27553912567782,-220.0,-40.0
38.25,34.75,0.22265594911848,-220.0,-30.0
38.25,35.0,0.18559545037256,-220.0,-20.0
38.25,35.25,0.23083095228147,-220.0,-10.0
38.25,35.5,0.20885083363685,-230.0,0.0
38.25,35.75,0.15541739105587,-230.0,10.0
38.25,36.0,0.17661096074161,-230.0,20.0
38.25,36.25,0.25879710275917,-230.0,30.0
38.25,36.5,0.29907199218513,-240.0,40.0
38.25,36.75,0.20349650700701,-240.0,50.0
38.25,37.0,0.15266888566639,-240.0,60.0
38.25,37.25,0.062578286801242,-230.0,60.0
38.5,33.25,0.31717378368055,-250.0,-100.0
38.5,33.5,0.062052239320625,-250.0,-90.0
38.5,33.75,0.082800405870937,-250.0,-80.0
38.5,34.0,0.13455091305369,-250.0,-70.0
38.5,34.25,0.18575293488888,-250.0,-60.0
38.5,34.5,0.24251172982993,-250.0,-50.0
38.5,34.75,0.29717198050914,-250.0,-40.0
38.5,35.0,0.35768945032095,-250.0,-30.0
38.5,35.25,0.27724234126634,-250.0,-10.0
38.5,35.5,0.20713496646568,-250.0,0.0
38.5,35.75,0.12503776813963,-250.0,10.0
38.5,36.0,0.068399792177173,-250.0,20.0
38.5,36.25,0.037207264223486,-250.0,30.0
38.5,36.5,0.081814010453568,-250.0,40.0
38.5,36.75,0.33042696264139,-240.0,40.0
38.75,33.75,0.19841366354572,-250.0,-80.0
38.75,34.0,0.080196698269351,-60.0,-40.0
38.75,34.25,0.32723740306379,-60.0,-30.0
38.75,34.5,0.50850991039718,-250.0,-50.0
38.75,34.75,0.51160334480948,-250.0,-40.0
38.75,35.0,0.53315226542375,-250.0,-30.0
38.75,35.25,0.52458560898639,-250.0,-20.0
38.75,35.5,0.32289204169101,-60.0,20.0
38.75,35.75,0.4687722211242,-250.0,0.0
38.75,36.0,0.36350373984807,-250.0,10.0
38.75,36.25,0.1170662994475,-250.0,20.0
39.0,35.0,0.16738657549125,-250.0,-30.0
